,timestamp,station_id,station_name,latitude,longitude,ridership
36,2024-7-15T00:00:00.000,223,"Lexington Av/63 St (F,Q)",40.76463,-73.96611,76
37,2024-7-15T00:00:00.000,224,57 St (F),40.763973,-73.97745,72
38,2024-7-15T00:00:00.000,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",40.758663,-73.98133,295
39,2024-7-15T00:00:00.000,228,"23 St (F,M)",40.742878,-73.99282,126
40,2024-7-15T00:00:00.000,231,"Grand St (B,D)",40.718266,-73.99375,172
41,2024-7-15T00:00:00.000,232,2 Av (F),40.7234,-73.98994,202
42,2024-7-15T00:00:00.000,234,East Broadway (F),40.713715,-73.99017,94
43,2024-7-15T00:00:00.000,276,"5 Av/53 St (E,M)",40.760166,-73.97523,10
44,2024-7-15T00:00:00.000,277,"7 Av (E,B,D)",40.762863,-73.981636,67
45,2024-7-15T00:00:00.000,301,181 St (1),40.849506,-73.93359,1
46,2024-7-15T00:00:00.000,303,157 St (1),40.83404,-73.94489,1
47,2024-7-15T00:00:00.000,305,137 St-City College (1),40.822006,-73.953674,51
48,2024-7-15T00:00:00.000,306,125 St (1),40.815582,-73.958374,26
49,2024-7-15T00:00:00.000,307,116 St-Columbia University (1),40.80772,-73.96411,33
50,2024-7-15T00:00:00.000,308,Cathedral Pkwy (110 St) (1),40.803967,-73.96685,35
51,2024-7-15T00:00:00.000,309,103 St (1),40.799446,-73.968376,34
52,2024-7-15T00:00:00.000,310,"96 St (1,2,3)",40.79392,-73.97232,134
53,2024-7-15T00:00:00.000,311,86 St (1),40.788643,-73.97622,32
54,2024-7-15T00:00:00.000,312,79 St (1),40.783936,-73.97992,19
55,2024-7-15T00:00:00.000,313,"72 St (1,2,3)",40.778454,-73.98197,155
56,2024-7-15T00:00:00.000,314,66 St-Lincoln Center (1),40.77344,-73.98221,31
57,2024-7-15T00:00:00.000,316,50 St (1),40.761726,-73.98385,160
58,2024-7-15T00:00:00.000,318,"34 St-Penn Station (1,2,3)",40.750374,-73.99106,599
59,2024-7-15T00:00:00.000,319,28 St (1),40.747215,-73.99336,63
60,2024-7-15T00:00:00.000,320,23 St (1),40.74408,-73.99566,76
61,2024-7-15T00:00:00.000,321,18 St (1),40.74104,-73.99787,38
62,2024-7-15T00:00:00.000,323,Christopher St-Sheridan Sq (1),40.73342,-74.00291,153
63,2024-7-15T00:00:00.000,324,Houston St (1),40.728252,-74.00536,64
64,2024-7-15T00:00:00.000,325,Canal St (1),40.722855,-74.00628,63
65,2024-7-15T00:00:00.000,326,Franklin St (1),40.71932,-74.00689,30
66,2024-7-15T00:00:00.000,327,"Chambers St (1,2,3)",40.715477,-74.00927,60
67,2024-7-15T00:00:00.000,328,WTC Cortlandt (1),40.711834,-74.01219,22
68,2024-7-15T00:00:00.000,329,Rector St (1),40.70751,-74.01379,13
69,2024-7-15T00:00:00.000,333,"Wall St (2,3)",40.70682,-74.0091,74
70,2024-7-15T00:00:00.000,392,"125 St (4,5,6)",40.80414,-73.93759,164
71,2024-7-15T00:00:00.000,393,116 St (6),40.79863,-73.94162,23
72,2024-7-15T00:00:00.000,394,110 St (6),40.79502,-73.94425,11
73,2024-7-15T00:00:00.000,395,103 St (6),40.7906,-73.94748,23
74,2024-7-15T00:00:00.000,396,96 St (6),40.78567,-73.95107,31
75,2024-7-15T00:00:00.000,397,"86 St (4,5,6)",40.77949,-73.95559,269
76,2024-7-15T00:00:00.000,398,77 St (6),40.77362,-73.95988,49
77,2024-7-15T00:00:00.000,399,68 St-Hunter College (6),40.768143,-73.96387,32
78,2024-7-15T00:00:00.000,403,33 St (6),40.746082,-73.98208,131
79,2024-7-15T00:00:00.000,404,28 St (6),40.74307,-73.98426,134
80,2024-7-15T00:00:00.000,405,23 St (6),40.739864,-73.9866,75
81,2024-7-15T00:00:00.000,407,Astor Pl (6),40.730053,-73.99107,82
82,2024-7-15T00:00:00.000,409,Spring St (6),40.7223,-73.99714,62
83,2024-7-15T00:00:00.000,413,"Wall St (4,5)",40.707558,-74.01186,35
84,2024-7-15T00:00:00.000,414,"Bowling Green (4,5)",40.70482,-74.01407,52
85,2024-7-15T00:00:00.000,436,Harlem-148 St (3),40.82388,-73.93647,12
86,2024-7-15T00:00:00.000,437,145 St (3),40.82042,-73.93625,2
87,2024-7-15T00:00:00.000,438,"135 St (2,3)",40.814228,-73.94077,40
88,2024-7-15T00:00:00.000,439,"125 St (2,3)",40.807755,-73.945496,59
89,2024-7-15T00:00:00.000,440,"116 St (2,3)",40.802097,-73.94962,24
90,2024-7-15T00:00:00.000,441,"Central Park North (110 St) (2,3)",40.799076,-73.95182,23
91,2024-7-15T00:00:00.000,471,34 St-Hudson Yards (7),40.755882,-74.00191,543
92,2024-7-15T00:00:00.000,475,96 St (Q),40.784317,-73.94715,51
93,2024-7-15T00:00:00.000,476,86 St (Q),40.77789,-73.95179,65
94,2024-7-15T00:00:00.000,477,72 St (Q),40.7688,-73.95843,100
95,2024-7-15T00:00:00.000,601,"14 St (F,M,1,2,3)/6 Av (L)",40.738228,-73.99621,276
96,2024-7-15T00:00:00.000,601,"14 St (F,M,1,2,3)/6 Av (L)",40.737827,-74.0002,276
97,2024-7-15T00:00:00.000,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",40.735737,-73.98995,576
98,2024-7-15T00:00:00.000,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",40.734673,-73.98995,576
99,2024-7-15T00:00:00.000,605,"168 St (A,C,1)",40.840717,-73.93956,65
100,2024-7-15T00:00:00.000,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",40.749718,-73.98782,932
101,2024-7-15T00:00:00.000,609,"Bryant Pk (B,D,F,M)/5 Av (7)",40.754223,-73.981964,387
102,2024-7-15T00:00:00.000,609,"Bryant Pk (B,D,F,M)/5 Av (7)",40.754223,-73.984566,387
103,2024-7-15T00:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751778,-73.976845,499
104,2024-7-15T00:00:00.000,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.75731,-73.98974,1932
105,2024-7-15T00:00:00.000,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.75731,-73.986755,1932
106,2024-7-15T00:00:00.000,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.75731,-73.987495,1932
107,2024-7-15T00:00:00.000,612,"Lexington Av-53 St (E,M)/51 St (6)",40.757553,-73.969055,135
108,2024-7-15T00:00:00.000,613,"Lexington Av (N,R,W)/59 St (4,5,6)",40.76266,-73.967255,285
109,2024-7-15T00:00:00.000,613,"Lexington Av (N,R,W)/59 St (4,5,6)",40.762527,-73.967964,285
110,2024-7-15T00:00:00.000,614,"59 St-Columbus Circle (A,B,C,D,1)",40.768295,-73.981735,406
111,2024-7-15T00:00:00.000,618,"14 St (A,C,E)/8 Av (L)",40.740894,-74.00169,344
112,2024-7-15T00:00:00.000,618,"14 St (A,C,E)/8 Av (L)",40.739777,-74.00258,344
113,2024-7-15T00:00:00.000,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",40.725914,-73.99466,260
114,2024-7-15T00:00:00.000,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",40.71324,-74.0034,71
115,2024-7-15T00:00:00.000,623,"Canal St (J,N,Q,R,W,Z,6)",40.71953,-73.99989,191
116,2024-7-15T00:00:00.000,623,"Canal St (J,N,Q,R,W,Z,6)",40.71953,-74.00178,191
117,2024-7-15T00:00:00.000,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.71411,-74.00858,111
118,2024-7-15T00:00:00.000,625,"Delancey St (F)/Essex St (J,M,Z)",40.718613,-73.987434,276
119,2024-7-15T00:00:00.000,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710373,-74.00657,391
120,2024-7-15T00:00:00.000,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710197,-74.00769,391
121,2024-7-15T00:00:00.000,635,"South Ferry (1)/Whitehall St (R,W)",40.703087,-74.01299,98
122,2024-7-15T00:00:00.000,635,"South Ferry (1)/Whitehall St (R,W)",40.70207,-74.013664,98
123,2024-7-15T00:00:00.000,8,"5 Av/59 St (N,R,W)",40.764812,-73.97335,47
124,2024-7-15T00:00:00.000,9,"57 St-7 Av (N,Q,R,W)",40.764664,-73.98066,200
125,2024-7-15T01:00:00.000,10,"49 St (N,R,W)",40.7599,-73.98414,104
126,2024-7-15T01:00:00.000,103,"Bowery (J,Z)",40.72028,-73.99391,14
127,2024-7-15T01:00:00.000,107,"Broad St (J,Z)",40.706474,-74.011055,15
128,2024-7-15T01:00:00.000,118,3 Av (L),40.73285,-73.98612,21
129,2024-7-15T01:00:00.000,119,1 Av (L),40.730953,-73.98163,42
130,2024-7-15T01:00:00.000,13,"28 St (R,W)",40.745495,-73.98869,47
131,2024-7-15T01:00:00.000,14,"23 St (R,W)",40.741302,-73.98934,30
132,2024-7-15T01:00:00.000,143,Inwood-207 St (A),40.868073,-73.9199,22
133,2024-7-15T01:00:00.000,144,Dyckman St (A),40.86549,-73.92727,16
134,2024-7-15T01:00:00.000,145,190 St (A),40.85902,-73.93418,3
135,2024-7-15T01:00:00.000,146,181 St (A),40.851696,-73.937965,4
136,2024-7-15T01:00:00.000,147,175 St (A),40.84739,-73.939705,8
137,2024-7-15T01:00:00.000,149,163 St-Amsterdam Av (C),40.836014,-73.939896,6
138,2024-7-15T01:00:00.000,150,155 St (C),40.830517,-73.94151,5
139,2024-7-15T01:00:00.000,151,"145 St (A,C,B,D)",40.824783,-73.944214,43
140,2024-7-15T01:00:00.000,152,"135 St (C,B)",40.817894,-73.94765,9
141,2024-7-15T01:00:00.000,153,"125 St (A,C,B,D)",40.811108,-73.95235,81
142,2024-7-15T01:00:00.000,154,"116 St (C,B)",40.805084,-73.95488,5
143,2024-7-15T01:00:00.000,155,"Cathedral Pkwy (110 St) (C,B)",40.800602,-73.95816,9
144,2024-7-15T01:00:00.000,156,"103 St (C,B)",40.796093,-73.96146,4
145,2024-7-15T01:00:00.000,157,"96 St (C,B)",40.79164,-73.9647,8
146,2024-7-15T01:00:00.000,158,"86 St (C,B)",40.78587,-73.96892,11
147,2024-7-15T01:00:00.000,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,11
148,2024-7-15T01:00:00.000,16,"8 St-NYU (R,W)",40.730328,-73.99263,34
149,2024-7-15T01:00:00.000,160,"72 St (C,B)",40.775593,-73.97641,6
150,2024-7-15T01:00:00.000,162,"50 St (C,E)",40.762455,-73.985985,48
151,2024-7-15T01:00:00.000,164,"34 St-Penn Station (A,C,E)",40.75229,-73.99339,164
152,2024-7-15T01:00:00.000,165,"23 St (C,E)",40.745907,-73.99804,17
153,2024-7-15T01:00:00.000,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",40.732338,-74.000496,210
154,2024-7-15T01:00:00.000,168,"Spring St (C,E)",40.726227,-74.00374,11
155,2024-7-15T01:00:00.000,169,"Canal St (A,C,E)",40.720825,-74.005226,41
156,2024-7-15T01:00:00.000,17,"Prince St (R,W)",40.72433,-73.9977,11
157,2024-7-15T01:00:00.000,20,"City Hall (R,W)",40.713284,-74.00698,5
158,2024-7-15T01:00:00.000,22,"Rector St (R,W)",40.70722,-74.01334,6
159,2024-7-15T01:00:00.000,222,Roosevelt Island (F),40.759144,-73.95326,2
160,2024-7-15T01:00:00.000,223,"Lexington Av/63 St (F,Q)",40.76463,-73.96611,51
161,2024-7-15T01:00:00.000,224,57 St (F),40.763973,-73.97745,11
162,2024-7-15T01:00:00.000,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",40.758663,-73.98133,145
163,2024-7-15T01:00:00.000,228,"23 St (F,M)",40.742878,-73.99282,50
164,2024-7-15T01:00:00.000,231,"Grand St (B,D)",40.718266,-73.99375,34
165,2024-7-15T01:00:00.000,232,2 Av (F),40.7234,-73.98994,65
166,2024-7-15T01:00:00.000,234,East Broadway (F),40.713715,-73.99017,16
167,2024-7-15T01:00:00.000,276,"5 Av/53 St (E,M)",40.760166,-73.97523,2
168,2024-7-15T01:00:00.000,277,"7 Av (E,B,D)",40.762863,-73.981636,24
169,2024-7-15T01:00:00.000,305,137 St-City College (1),40.822006,-73.953674,22
170,2024-7-15T01:00:00.000,306,125 St (1),40.815582,-73.958374,13
171,2024-7-15T01:00:00.000,307,116 St-Columbia University (1),40.80772,-73.96411,12
172,2024-7-15T01:00:00.000,308,Cathedral Pkwy (110 St) (1),40.803967,-73.96685,12
173,2024-7-15T01:00:00.000,309,103 St (1),40.799446,-73.968376,5
174,2024-7-15T01:00:00.000,310,"96 St (1,2,3)",40.79392,-73.97232,40
175,2024-7-15T01:00:00.000,311,86 St (1),40.788643,-73.97622,20
176,2024-7-15T01:00:00.000,312,79 St (1),40.783936,-73.97992,9
177,2024-7-15T01:00:00.000,313,"72 St (1,2,3)",40.778454,-73.98197,35
178,2024-7-15T01:00:00.000,314,66 St-Lincoln Center (1),40.77344,-73.98221,11
179,2024-7-15T01:00:00.000,316,50 St (1),40.761726,-73.98385,75
180,2024-7-15T01:00:00.000,318,"34 St-Penn Station (1,2,3)",40.750374,-73.99106,203
181,2024-7-15T01:00:00.000,319,28 St (1),40.747215,-73.99336,29
182,2024-7-15T01:00:00.000,320,23 St (1),40.74408,-73.99566,25
183,2024-7-15T01:00:00.000,321,18 St (1),40.74104,-73.99787,11
184,2024-7-15T01:00:00.000,323,Christopher St-Sheridan Sq (1),40.73342,-74.00291,61
185,2024-7-15T01:00:00.000,324,Houston St (1),40.728252,-74.00536,18
186,2024-7-15T01:00:00.000,325,Canal St (1),40.722855,-74.00628,15
187,2024-7-15T01:00:00.000,326,Franklin St (1),40.71932,-74.00689,8
188,2024-7-15T01:00:00.000,327,"Chambers St (1,2,3)",40.715477,-74.00927,16
189,2024-7-15T01:00:00.000,328,WTC Cortlandt (1),40.711834,-74.01219,23
190,2024-7-15T01:00:00.000,329,Rector St (1),40.70751,-74.01379,6
191,2024-7-15T01:00:00.000,333,"Wall St (2,3)",40.70682,-74.0091,29
192,2024-7-15T01:00:00.000,392,"125 St (4,5,6)",40.80414,-73.93759,81
193,2024-7-15T01:00:00.000,393,116 St (6),40.79863,-73.94162,18
194,2024-7-15T01:00:00.000,394,110 St (6),40.79502,-73.94425,5
195,2024-7-15T01:00:00.000,395,103 St (6),40.7906,-73.94748,7
196,2024-7-15T01:00:00.000,396,96 St (6),40.78567,-73.95107,13
197,2024-7-15T01:00:00.000,397,"86 St (4,5,6)",40.77949,-73.95559,73
198,2024-7-15T01:00:00.000,398,77 St (6),40.77362,-73.95988,9
199,2024-7-15T01:00:00.000,399,68 St-Hunter College (6),40.768143,-73.96387,2
200,2024-7-15T01:00:00.000,403,33 St (6),40.746082,-73.98208,32
201,2024-7-15T01:00:00.000,404,28 St (6),40.74307,-73.98426,48
202,2024-7-15T01:00:00.000,405,23 St (6),40.739864,-73.9866,33
203,2024-7-15T01:00:00.000,407,Astor Pl (6),40.730053,-73.99107,45
204,2024-7-15T01:00:00.000,409,Spring St (6),40.7223,-73.99714,18
205,2024-7-15T01:00:00.000,413,"Wall St (4,5)",40.707558,-74.01186,13
206,2024-7-15T01:00:00.000,414,"Bowling Green (4,5)",40.70482,-74.01407,32
207,2024-7-15T01:00:00.000,436,Harlem-148 St (3),40.82388,-73.93647,5
208,2024-7-15T01:00:00.000,437,145 St (3),40.82042,-73.93625,10
209,2024-7-15T01:00:00.000,438,"135 St (2,3)",40.814228,-73.94077,10
210,2024-7-15T01:00:00.000,439,"125 St (2,3)",40.807755,-73.945496,23
211,2024-7-15T01:00:00.000,440,"116 St (2,3)",40.802097,-73.94962,11
212,2024-7-15T01:00:00.000,441,"Central Park North (110 St) (2,3)",40.799076,-73.95182,8
213,2024-7-15T01:00:00.000,471,34 St-Hudson Yards (7),40.755882,-74.00191,60
214,2024-7-15T01:00:00.000,475,96 St (Q),40.784317,-73.94715,20
215,2024-7-15T01:00:00.000,476,86 St (Q),40.77789,-73.95179,15
216,2024-7-15T01:00:00.000,477,72 St (Q),40.7688,-73.95843,19
217,2024-7-15T01:00:00.000,601,"14 St (F,M,1,2,3)/6 Av (L)",40.737827,-74.0002,96
218,2024-7-15T01:00:00.000,601,"14 St (F,M,1,2,3)/6 Av (L)",40.738228,-73.99621,96
219,2024-7-15T01:00:00.000,601,"14 St (F,M,1,2,3)/6 Av (L)",40.737827,-73.99679,96
220,2024-7-15T01:00:00.000,602,"14 St-Union Sq (L,N,Q,R,W,4,5,6)",40.735737,-73.98995,165
221,2024-7-15T01:00:00.000,605,"168 St (A,C,1)",40.840717,-73.93956,23
222,2024-7-15T01:00:00.000,607,"34 St-Herald Sq (B,D,F,M,N,Q,R,W)",40.749718,-73.98782,305
223,2024-7-15T01:00:00.000,609,"Bryant Pk (B,D,F,M)/5 Av (7)",40.754223,-73.984566,123
224,2024-7-15T01:00:00.000,609,"Bryant Pk (B,D,F,M)/5 Av (7)",40.754223,-73.981964,123
225,2024-7-15T01:00:00.000,610,"Grand Central-42 St (S,4,5,6,7)",40.751778,-73.976845,174
226,2024-7-15T01:00:00.000,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.75731,-73.986755,886
227,2024-7-15T01:00:00.000,611,"Times Sq-42 St (N,Q,R,W,S,1,2,3,7)/42 St (A,C,E)",40.75731,-73.98974,886
228,2024-7-15T01:00:00.000,612,"Lexington Av-53 St (E,M)/51 St (6)",40.757553,-73.969055,44
229,2024-7-15T01:00:00.000,613,"Lexington Av (N,R,W)/59 St (4,5,6)",40.76266,-73.967255,77
230,2024-7-15T01:00:00.000,613,"Lexington Av (N,R,W)/59 St (4,5,6)",40.762527,-73.967964,77
231,2024-7-15T01:00:00.000,614,"59 St-Columbus Circle (A,B,C,D,1)",40.768295,-73.981735,130
232,2024-7-15T01:00:00.000,618,"14 St (A,C,E)/8 Av (L)",40.740894,-74.00169,122
233,2024-7-15T01:00:00.000,618,"14 St (A,C,E)/8 Av (L)",40.739777,-74.00258,122
234,2024-7-15T01:00:00.000,619,"Broadway-Lafayette St (B,D,F,M)/Bleecker St (6)",40.725914,-73.99466,59
235,2024-7-15T01:00:00.000,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",40.71324,-74.0034,35
236,2024-7-15T01:00:00.000,622,"Brooklyn Bridge-City Hall (4,5,6)/Chambers St (J,Z)",40.713066,-74.00413,35
237,2024-7-15T01:00:00.000,623,"Canal St (J,N,Q,R,W,Z,6)",40.71953,-73.99989,65
238,2024-7-15T01:00:00.000,623,"Canal St (J,N,Q,R,W,Z,6)",40.718094,-73.99989,65
239,2024-7-15T01:00:00.000,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.71411,-74.00858,33
240,2024-7-15T01:00:00.000,624,"Chambers St (A,C)/WTC (E)/Park Pl (2,3)/Cortlandt (R,W)",40.710667,-74.01103,33
241,2024-7-15T01:00:00.000,625,"Delancey St (F)/Essex St (J,M,Z)",40.718613,-73.987434,93
242,2024-7-15T01:00:00.000,625,"Delancey St (F)/Essex St (J,M,Z)",40.718613,-73.98811,93
243,2024-7-15T01:00:00.000,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.71037,-74.00657,176
244,2024-7-15T01:00:00.000,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710373,-74.00657,176
245,2024-7-15T01:00:00.000,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710197,-74.00657,176
246,2024-7-15T01:00:00.000,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.710197,-74.00769,176
247,2024-7-15T01:00:00.000,628,"Fulton St (A,C,J,Z,2,3,4,5)",40.71037,-74.00769,176
248,2024-7-15T01:00:00.000,635,"South Ferry (1)/Whitehall St (R,W)",40.703087,-74.01299,49
249,2024-7-15T01:00:00.000,8,"5 Av/59 St (N,R,W)",40.764812,-73.97335,6
250,2024-7-15T01:00:00.000,9,"57 St-7 Av (N,Q,R,W)",40.764664,-73.98066,45
251,2024-7-15T02:00:00.000,10,"49 St (N,R,W)",40.7599,-73.98414,40
252,2024-7-15T02:00:00.000,103,"Bowery (J,Z)",40.72028,-73.99391,10
253,2024-7-15T02:00:00.000,107,"Broad St (J,Z)",40.706474,-74.011055,7
254,2024-7-15T02:00:00.000,118,3 Av (L),40.73285,-73.98612,9
255,2024-7-15T02:00:00.000,119,1 Av (L),40.730953,-73.98163,18
256,2024-7-15T02:00:00.000,13,"28 St (R,W)",40.745495,-73.98869,10
257,2024-7-15T02:00:00.000,14,"23 St (R,W)",40.741302,-73.98934,20
258,2024-7-15T02:00:00.000,143,Inwood-207 St (A),40.868073,-73.9199,16
259,2024-7-15T02:00:00.000,144,Dyckman St (A),40.86549,-73.92727,10
260,2024-7-15T02:00:00.000,145,190 St (A),40.85902,-73.93418,7
261,2024-7-15T02:00:00.000,146,181 St (A),40.851696,-73.937965,4
262,2024-7-15T02:00:00.000,147,175 St (A),40.84739,-73.939705,7
263,2024-7-15T02:00:00.000,149,163 St-Amsterdam Av (C),40.836014,-73.939896,7
264,2024-7-15T02:00:00.000,150,155 St (C),40.830517,-73.94151,4
265,2024-7-15T02:00:00.000,151,"145 St (A,C,B,D)",40.824783,-73.944214,25
266,2024-7-15T02:00:00.000,152,"135 St (C,B)",40.817894,-73.94765,9
267,2024-7-15T02:00:00.000,153,"125 St (A,C,B,D)",40.811108,-73.95235,28
268,2024-7-15T02:00:00.000,154,"116 St (C,B)",40.805084,-73.95488,8
269,2024-7-15T02:00:00.000,155,"Cathedral Pkwy (110 St) (C,B)",40.800602,-73.95816,12
270,2024-7-15T02:00:00.000,156,"103 St (C,B)",40.796093,-73.96146,8
271,2024-7-15T02:00:00.000,158,"86 St (C,B)",40.78587,-73.96892,8
272,2024-7-15T02:00:00.000,159,"81 St-Museum of Natural History (C,B)",40.781433,-73.972145,11
273,2024-7-15T02:00:00.000,16,"8 St-NYU (R,W)",40.730328,-73.99263,16
274,2024-7-15T02:00:00.000,160,"72 St (C,B)",40.775593,-73.97641,6
275,2024-7-15T02:00:00.000,162,"50 St (C,E)",40.762455,-73.985985,38
276,2024-7-15T02:00:00.000,164,"34 St-Penn Station (A,C,E)",40.75229,-73.99339,64
277,2024-7-15T02:00:00.000,165,"23 St (C,E)",40.745907,-73.99804,18
278,2024-7-15T02:00:00.000,167,"W 4 St-Wash Sq (A,C,E,B,D,F,M)",40.732338,-74.000496,83
279,2024-7-15T02:00:00.000,168,"Spring St (C,E)",40.726227,-74.00374,6
280,2024-7-15T02:00:00.000,169,"Canal St (A,C,E)",40.720825,-74.005226,10
281,2024-7-15T02:00:00.000,17,"Prince St (R,W)",40.72433,-73.9977,2
282,2024-7-15T02:00:00.000,20,"City Hall (R,W)",40.713284,-74.00698,1
283,2024-7-15T02:00:00.000,220,"155 St (B,D)",40.830135,-73.93821,1
284,2024-7-15T02:00:00.000,222,Roosevelt Island (F),40.759144,-73.95326,7
285,2024-7-15T02:00:00.000,223,"Lexington Av/63 St (F,Q)",40.76463,-73.96611,27
286,2024-7-15T02:00:00.000,224,57 St (F),40.763973,-73.97745,18
287,2024-7-15T02:00:00.000,225,"47-50 Sts-Rockefeller Ctr (B,D,F,M)",40.758663,-73.98133,46
288,2024-7-15T02:00:00.000,228,"23 St (F,M)",40.742878,-73.99282,19
289,2024-7-15T02:00:00.000,231,"Grand St (B,D)",40.718266,-73.99375,22
290,2024-7-15T02:00:00.000,232,2 Av (F),40.7234,-73.98994,40
291,2024-7-15T02:00:00.000,234,East Broadway (F),40.713715,-73.99017,9
292,2024-7-15T02:00:00.000,276,"5 Av/53 St (E,M)",40.760166,-73.97523,5
293,2024-7-15T02:00:00.000,277,"7 Av (E,B,D)",40.762863,-73.981636,16
294,2024-7-15T02:00:00.000,304,145 St (1),40.82655,-73.95036,1
295,2024-7-15T02:00:00.000,305,137 St-City College (1),40.822006,-73.953674,18
296,2024-7-15T02:00:00.000,306,125 St (1),40.815582,-73.958374,3
297,2024-7-15T02:00:00.000,308,Cathedral Pkwy (110 St) (1),40.803967,-73.96685,8
298,2024-7-15T02:00:00.000,309,103 St (1),40.799446,-73.968376,6
299,2024-7-15T02:00:00.000,310,"96 St (1,2,3)",40.79392,-73.97232,20
300,2024-7-15T02:00:00.000,311,86 St (1),40.788643,-73.97622,4
301,2024-7-15T02:00:00.000,312,79 St (1),40.783936,-73.97992,5
