Shipment Date,HS Code,Estimated HS Code,Product,Shipper Standarised Name,Shipper,Outbound Country,Inbound Country,Net Weight (kg),Shipment Value (USD),Port of Unlading
"Jan 26, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,9.26,NA
"Jan 26, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,587.2,NA
"Jan 26, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,14,NA
"Jan 26, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 26, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,132,NA
"Jan 26, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3232.2,NA
"Jan 26, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,125,NA
"Jan 26, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,90,NA
"Jan 26, 2023",39231003,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,7444,NA
"Jan 26, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3840,NA
"Jan 25, 2023",87089997,NA,NA,NA,NA,NA,United Kingdom,NA,NA,NA
"Jan 25, 2023",87089993,NA,NA,NA,NA,NA,United Kingdom,NA,NA,NA
"Jan 25, 2023",848230,NA,NA,NA,NA,NA,United Kingdom,NA,NA,NA
"Jan 25, 2023",84219990,NA,NA,NA,NA,NA,United Kingdom,NA,NA,NA
"Jan 25, 2023",84129080,NA,NA,NA,NA,NA,United Kingdom,NA,NA,NA
"Jan 25, 2023",840999,NA,NA,NA,NA,NA,United Kingdom,NA,NA,NA
"Jan 25, 2023",39269097,NA,NA,NA,NA,NA,United Kingdom,NA,NA,NA
"Jan 25, 2023",842952,NA,New John Deere Mini Excavator Japan Arranged Waybill Unit,Hitachi Construction Machinery Co Ltd,Hitachi Construction Machinery,Japan,United States,392232,3314155.8,"Norfolk, Virginia"
"Jan 25, 2023",842952,NA,New John Deere Mini Excavator Japan Bog Dhl,Hitachi Construction,Hitachi Construction,Japan,United States,199161,1682806.5,"Baltimore, Maryland"
"Jan 25, 2023",NA,NA,Loader Serial$$Loader Serial,John Deere Tianjin Co Ltd,John Deere  Tianjin  Co  Ltd,China,United States,35970,NA,"Baltimore, Maryland"
"Jan 25, 2023",NA,441990,Wooden Cutlery Fork Knife,Greenwood Dalian Industrial Company,Greenwood(Dalian) Industrial Co Ltd,China,United States,8153,32022.25,"Baltimore, Maryland"
"Jan 25, 2023",842952,NA,New John Deere Mini Excavator Japan Bog Dhl,Hitachi Construction,Hitachi Construction,Japan,United States,196747.2,1662411.2,"Baltimore, Maryland"
"Jan 25, 2023",84310000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, New Filler Cap,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",70090000,NA, New Mirror Large,NA,Steinmuller,Germany,Brazil,NA,207000,"Santos, Brazil"
"Jan 25, 2023",84810000,NA, New Steering Valve,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Service Parts S Jd,John Deere And Company,John Deere,United States,Brazil,NA,110000,"Santos, Brazil"
"Jan 25, 2023",84080000,NA, Engines,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, New Bracket,NA,Steinmuller,Germany,Brazil,NA,51500,"Santos, Brazil"
"Jan 25, 2023",84120000,NA, New Hydraulic Motor,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",85120000,NA, New Front Headlights,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84331100,NA, New Axle Tmv 1400 Loa Der 624 1 Units Dz106162 New Axle W Diff Tm V 1400 Osc Loader 644 724 12 Units Dz108084 New Axle Tmv Osc Sp Ec 1400 Axle Ldr Brazil 2 Units Dz107585 New Axle With Differe Ntial,NA,John Deere,Mexico,Brazil,NA,409000,"Santos, Brazil"
"Jan 25, 2023",84310000,NA, New Shaft,NA,Steinmuller,Germany,Brazil,NA,30400,"Santos, Brazil"
"Jan 25, 2023",40160000,NA, New Ring,NA,Steinmuller,Germany,Brazil,NA,236000,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Returnable Plastic Box New Fitting,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, New Fuel Line,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, New Bushing,NA,Steinmuller,Germany,Brazil,NA,69100,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,157000,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",73269099,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,36.03,NA
"Jan 25, 2023",84669399,NA,NA,Positech,Positech Corporation,United States,Mexico,NA,508.02,NA
"Jan 25, 2023",73269099,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,251.34,NA
"Jan 25, 2023",90318099,NA,NA,Vgage,Vgage Llc,United States,Mexico,NA,300.11,NA
"Jan 25, 2023",85444299,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,32.09,NA
"Jan 25, 2023",85371099,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,315.14,NA
"Jan 25, 2023",40169304,NA,NA,Changchun Elringklinger Limited,Changchun Elringklinger Ltd.,China,Mexico,NA,76.04,NA
"Jan 25, 2023",84818099,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,31.77,NA
"Jan 25, 2023",84818099,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,63.5,NA
"Jan 25, 2023",39233002,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,210.1,NA
"Jan 25, 2023",330000,NA, New Batteries,NA,Steinmuller,Germany,Brazil,NA,75700,"Santos, Brazil"
"Jan 25, 2023",84148099,NA,NA,NA,"Garrett Transportation I, Inc",United States,Mexico,NA,102986.48,NA
"Jan 25, 2023",84148099,NA,NA,NA,"Garrett Transportation I, Inc",United States,Mexico,NA,62641.09,NA
"Jan 25, 2023",73079202,NA,NA,Mercury Products Corporation,Mercury Products Co.,United States,Mexico,NA,1519.03,NA
"Jan 25, 2023",84834009,NA,NA,Woorim Machinery Company,"Woorim Machinery Co.,Ltd",South Korea,Mexico,NA,20489.75,NA
"Jan 25, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,3512.29,NA
"Jan 25, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,15664.06,NA
"Jan 25, 2023",40091102,NA,NA,World Class Industries Incorporated,"World Class Industries, Inc",United States,Mexico,NA,455.75,NA
"Jan 25, 2023",40093106,NA,NA,World Class Industries Incorporated,"World Class Industries, Inc",United States,Mexico,NA,463.22,NA
"Jan 25, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,25587.23,NA
"Jan 25, 2023",330000,NA, New Handlebar,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",85010000,NA, New Wiper Motor,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Service Parts S Jd,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Service Parts,John Deere And Company,John Deere,United States,Brazil,NA,291000,"Santos, Brazil"
"Jan 25, 2023",330000,NA, New Hood Support Assy Front,NA,Steinmuller,Germany,Brazil,NA,52500,"Santos, Brazil"
"Jan 25, 2023",330000,NA, New Seal,NA,Steinmuller,Germany,Brazil,NA,597000,"Santos, Brazil"
"Jan 25, 2023",330000,NA, New Wiper System,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84310000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84310000,NA, New Steering Column,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,24197.65,NA
"Jan 25, 2023",73269099,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,21201.57,NA
"Jan 25, 2023",84099911,NA,NA,Stanadyne Changshu Corporation,Stanadyne (Changshu) Corporation,China,Mexico,NA,25207.4,NA
"Jan 25, 2023",84099911,NA,NA,Stanadyne Changshu Corporation,Stanadyne (Changshu) Corporation,China,Mexico,NA,1962.96,NA
"Jan 25, 2023",84099911,NA,NA,Stanadyne Changshu Corporation,Stanadyne (Changshu) Corporation,China,Mexico,NA,12603.67,NA
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",85110000,NA, New Alternator,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Service Partss,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84331100,NA, 8 Units Dz107585 New Axle With Differe Ntial 10 Units Dz106160 New Axle Tmv 1400 Lo Ader 624 5 Units Dz108084 New Axle Tmv Osc Spe C 1400 Axle Ldr Brazil,NA,John Deere,Mexico,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",85250000,NA, New Camera,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84130000,NA, New Pompa Idraulica,NA,Steinmuller,Germany,Brazil,NA,71000,"Santos, Brazil"
"Jan 25, 2023",85120000,NA, New Headlamp,NA,Steinmuller,Germany,Brazil,NA,1150000,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Service Parts S Jd,John Deere And Company,John Deere,United States,Brazil,NA,86600,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,87400,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Service Parts S Jd,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84310000,NA, New Radiator Assembly,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84310000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Service Parts,John Deere And Company,John Deere,United States,Brazil,NA,59100,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,69900,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Component Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,276,NA
"Jan 25, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3624.9,NA
"Jan 25, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,3624.9,NA
"Jan 25, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,120,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,4504.85,NA
"Jan 25, 2023",84329001,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,1036.84,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,80.08,NA
"Jan 25, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,319.07,NA
"Jan 25, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,31.68,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10.01,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10.01,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,40.04,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,20.02,NA
"Jan 25, 2023",85440000,NA, New Harvester Europe Equipment,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10.01,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,50.05,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,40.04,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,599.7,NA
"Jan 25, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10.01,NA
"Jan 25, 2023",330000,NA, Service Parts,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",84130000,NA, New Pump,NA,Steinmuller,Germany,Brazil,NA,83400,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Service Parts S Jd,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Iron Or Steel,John Deere And Company,John Deere,United States,Brazil,NA,0,"Santos, Brazil"
"Jan 25, 2023",330000,NA, Cbk34 Alternate Packaging New Radiator,NA,Steinmuller,Germany,Brazil,NA,0,"Santos, Brazil"
"Jan 24, 2023",842952,NA,New John Deere Mini Excavator Japan,Hitachi Construction Machinery Co Ltd,"Hitachi Construction Machinery Co.,",Japan,United States,247311,2089648.9,"Norfolk, Virginia"
"Jan 24, 2023",84212300,NA, Blind Oleo Lubrif,Mann Hummel Brasil Limited,Mann Hummel Brasil Ltda,Brazil,Georgia,NA,1100,"Cartagena, Colombia"
"Jan 24, 2023",330000,NA, Returnable Container 30X32X25,NA,John Deere Brasil Ltda,Brazil,United States,NA,0,"Charleston, United States"
"Jan 24, 2023",85340004,NA,NA,Fargo Assembly Company,Fargo Assembly Company,United States,Mexico,NA,403.12,NA
"Jan 24, 2023",39199099,NA,NA,Printec H T Electronics Corporation,Printec  H.T.  Electronics Corp.,Taiwan,Mexico,NA,29783.77,NA
"Jan 24, 2023",85389005,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,7034.78,NA
"Jan 24, 2023",34039999,NA,NA,Chemtool Incorporated,Chemtool Incorporated,United States,Mexico,NA,7633.72,NA
"Jan 24, 2023",39173999,NA,NA,Texas Safety Industrial Co,Texas Safety & Industrial Co. Llc,United States,Mexico,NA,175.03,NA
"Jan 24, 2023",85389005,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,61134.99,NA
"Jan 24, 2023",85299099,NA,NA,NA,Deere & Company  Worldwide Logistics Operations,United States,Mexico,NA,15645.88,NA
"Jan 24, 2023",39269099,NA,NA,Mouser Electronics Inc,"Mouser Electronics,Inc",United States,Mexico,NA,56.77,NA
"Jan 24, 2023",85369099,NA,NA,Mouser Electronics Inc,"Mouser Electronics,Inc",United States,Mexico,NA,56.71,NA
"Jan 24, 2023",85389001,NA,NA,Mouser Electronics Inc,"Mouser Electronics,Inc",United States,Mexico,NA,75.85,NA
"Jan 24, 2023",87085002,NA,NA,Brahm Precision Products Corporation Mexico S A De C V,Brahm Precision Products Corporation Mexico S.A. De C.V.,Mexico,Mexico,NA,28395.27,NA
"Jan 24, 2023",32141001,NA,NA,Ellsworth Adhesives Specialty Chemical Distribution Inc,"Ellsworth Adhesives Specialty Chemical Distribution,Inc",United States,Mexico,NA,676.24,NA
"Jan 24, 2023",84669399,NA,NA,Positech,Positech Corporation,United States,Mexico,NA,13686.79,NA
"Jan 24, 2023",32141001,NA,NA,Ellsworth Adhesives Specialty Chemical Distribution Inc,"Ellsworth Adhesives Specialty Chemical Distribution,Inc",United States,Mexico,NA,259.49,NA
"Jan 24, 2023",84669399,NA,NA,NA,NA,NA,Mexico,NA,2680.81,NA
"Jan 24, 2023",85015204,NA,NA,NA,NA,NA,Mexico,NA,2948.2,NA
"Jan 24, 2023",85045091,NA,NA,NA,NA,NA,Mexico,NA,3665.38,NA
"Jan 24, 2023",84139113,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,708.94,NA
"Jan 24, 2023",40169304,NA,NA,Changchun Elringklinger Limited,Changchun Elringklinger Ltd.,China,Mexico,NA,1978.23,NA
"Jan 24, 2023",85371004,NA,NA,Graphic Display Systems Inc,"Graphic Display Systems, Inc.",NA,Mexico,NA,9921.23,NA
"Jan 24, 2023",84099903,NA,NA,Basso S A,Basso S.A,United States,Mexico,NA,6456.68,NA
"Jan 24, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,5430.42,NA
"Jan 24, 2023",84139113,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,2119.24,NA
"Jan 24, 2023",330000,NA, Returnable,NA,John Deere Brasil Ltda,Brazil,United States,NA,209000,"Charleston, United States"
"Jan 24, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 24, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 24, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,12,NA
"Jan 24, 2023",73269099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,30,NA
"Jan 24, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,5.22,NA
"Jan 24, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,175.34,NA
"Jan 24, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,10.5,NA
"Jan 24, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,315.22,NA
"Jan 24, 2023",39231003,NA,NA,Russek Negrete Sa De Cv,Russek Negrete S.A. De C.V.,Mexico,United States,NA,362.49,NA
"Jan 24, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,3992.8,NA
"Jan 24, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,998.2,NA
"Jan 24, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,1671.6,NA
"Jan 24, 2023",84339004,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,3114.72,NA
"Jan 24, 2023",70091099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,152.08,NA
"Jan 24, 2023",85443099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,0.88,NA
"Jan 24, 2023",39199099,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,United States,NA,2.3,NA
"Jan 24, 2023",84314999,NA,NA,Industrias John Dere Sa Cv,Industrias John Deere S.A. De C.V.,Mexico,Mexico,NA,222.89,NA
"Jan 23, 2023",40117090,NA, Tires,Alliance Tyre Rubber Co Ltd,Alliance Tyre & Rubber Co Ltd,Israel,Brazil,NA,0,"Santos, Brazil"
"Jan 23, 2023",84314999,NA,NA,Gmp Metal Products,Gmp  Metal Products,NA,Mexico,NA,1336.78,NA
"Jan 23, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,40131.9,NA
"Jan 23, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,2160.33,NA
"Jan 23, 2023",84314999,NA,NA,NA,NA,NA,Mexico,NA,14071.99,NA
"Jan 23, 2023",84314999,NA,NA,NA,NA,NA,Mexico,NA,2330.32,NA
"Jan 23, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,287.02,NA
"Jan 23, 2023",35069199,NA,NA,Henniges Automotive North America Inc,"Henniges Automotive North America, Inc.",United States,Mexico,NA,13544.88,NA
"Jan 23, 2023",32141001,NA,NA,Henniges Automotive North America Inc,"Henniges Automotive North America, Inc.",United States,Mexico,NA,11750.29,NA
"Jan 23, 2023",83099001,NA,NA,NA,NA,NA,Mexico,NA,680.5,NA
"Jan 23, 2023",84213101,NA,NA,NA,NA,NA,Mexico,NA,814.92,NA
"Jan 23, 2023",84212999,NA,NA,NA,NA,NA,Mexico,NA,3328.38,NA
"Jan 23, 2023",84834009,NA,NA,Zen S A Industria Metalurgica,Zen S.A. Industria Metalurgica,Brazil,Mexico,NA,55249.82,NA
"Jan 23, 2023",84836001,NA,NA,Zen S A Industria Metalurgica,Zen S.A. Industria Metalurgica,Brazil,Mexico,NA,65671.84,NA
"Jan 23, 2023",84834009,NA,NA,Zen S A Industria Metalurgica,Zen S.A. Industria Metalurgica,Brazil,Mexico,NA,13663.95,NA
"Jan 23, 2023",84836001,NA,NA,Zen S A Industria Metalurgica,Zen S.A. Industria Metalurgica,Brazil,Mexico,NA,12034.68,NA
"Jan 23, 2023",84834009,NA,NA,Zen S A Industria Metalurgica,Zen S.A. Industria Metalurgica,Brazil,Mexico,NA,15063.74,NA
"Jan 23, 2023",84139113,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,6233.68,NA
"Jan 23, 2023",84099999,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,14290.38,NA
"Jan 23, 2023",73269099,NA,NA,Industrias John Deere Argentin,Industrias John Deere Argentina S.A,Argentina,Mexico,NA,5402.67,NA
"Jan 23, 2023",84834009,NA,NA,Bharat Gears Limited,Bharat Gears Limited,India,Mexico,NA,10491.38,NA
"Jan 23, 2023",84834009,NA,NA,Bharat Gears Limited,Bharat Gears Limited,India,Mexico,NA,11465.32,NA
"Jan 23, 2023",85114004,NA,NA,Denso International America Incorporated,"Denso International America,Inc",United States,Mexico,NA,17450.29,NA
"Jan 23, 2023",40169304,NA,NA,Changchun Elringklinger Limited,Changchun Elringklinger Ltd.,China,Mexico,NA,8639.92,NA
"Jan 23, 2023",84099999,NA,NA,Gmt Corporation,Gmt Corporation,United States,Mexico,NA,2174.62,NA
"Jan 23, 2023",84314999,NA,NA,Gmp Metal Products,Gmp  Metal Products,NA,Mexico,NA,28435.15,NA
"Jan 23, 2023",84099999,NA,NA,Gmp Metal Products,Gmp  Metal Products,NA,Mexico,NA,10430,NA
"Jan 23, 2023",84822099,NA,NA,NA,NA,NA,Mexico,NA,536.73,NA
"Jan 23, 2023",73269099,NA,NA,NA,NA,NA,Mexico,NA,1384.08,NA
"Jan 23, 2023",73261999,NA,NA,NA,NA,NA,Mexico,NA,329.06,NA
"Jan 23, 2023",90173002,NA,NA,NA,NA,NA,Mexico,NA,176.41,NA
"Jan 23, 2023",73182999,NA,NA,NA,NA,NA,Mexico,NA,228.95,NA
"Jan 23, 2023",39199099,NA,NA,NA,NA,NA,Mexico,NA,3308.93,NA
"Jan 23, 2023",85444299,NA,NA,NA,NA,NA,Mexico,NA,1248.98,NA
"Jan 23, 2023",73182403,NA,NA,NA,NA,NA,Mexico,NA,119.65,NA
"Jan 23, 2023",39191001,NA,NA,NA,NA,NA,Mexico,NA,5995.95,NA
"Jan 23, 2023",85389001,NA,NA,NA,NA,NA,Mexico,NA,67569.58,NA
"Jan 23, 2023",48219099,NA,NA,NA,NA,NA,Mexico,NA,105.36,NA
"Jan 23, 2023",85443099,NA,NA,NA,NA,NA,Mexico,NA,1642.14,NA
"Jan 23, 2023",73181504,NA,NA,NA,NA,NA,Mexico,NA,11723.28,NA
"Jan 23, 2023",85364103,NA,NA,NA,NA,NA,Mexico,NA,637.57,NA
"Jan 23, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,387.39,NA
"Jan 23, 2023",85381001,NA,NA,NA,NA,NA,Mexico,NA,8959.33,NA
"Jan 23, 2023",40169901,NA,NA,NA,NA,NA,Mexico,NA,1033.05,NA
"Jan 23, 2023",85443099,NA,NA,NA,NA,NA,Mexico,NA,7143.41,NA
"Jan 23, 2023",73181504,NA,NA,NA,NA,NA,Mexico,NA,1233.05,NA
"Jan 23, 2023",85389099,NA,NA,NA,NA,NA,Mexico,NA,67520.81,NA
"Jan 23, 2023",70051002,NA,NA,NA,NA,NA,Mexico,NA,29454.28,NA
"Jan 23, 2023",85444299,NA,NA,NA,NA,NA,Mexico,NA,610.72,NA
"Jan 23, 2023",73182102,NA,NA,NA,NA,NA,Mexico,NA,4.36,NA
"Jan 23, 2023",85365099,NA,NA,NA,NA,NA,Mexico,NA,1778.19,NA
"Jan 23, 2023",40161001,NA,NA,NA,NA,NA,Mexico,NA,2957.28,NA
"Jan 23, 2023",90329002,NA,NA,NA,NA,NA,Mexico,NA,4105.2,NA
"Jan 23, 2023",85043103,NA,NA,NA,NA,NA,Mexico,NA,534.1,NA
"Jan 23, 2023",39269099,NA,NA,NA,NA,NA,Mexico,NA,5463.9,NA
"Jan 23, 2023",85371099,NA,NA,NA,NA,NA,Mexico,NA,34129.48,NA
